Age,Gender,Education Level,Job Title,experience,Salary,test_score,interview_score
28,Male,Bachelor's Degree,Junior Data Analyst,3,52000,74,74
30,Female,Bachelor's Degree,Junior Marketing Manager,4,57000,84,93
36,Male,PhD,Senior Research Scientist,11,135000,80,65
27,Female,Bachelor's Degree,Junior Software Engineer,2,48000,83,76
34,Male,Master's Degree,Senior Data Scientist,9,125000,64,79
30,Female,Bachelor's Degree,Marketing Coordinator,4,57000,65,68
32,Male,Bachelor's Degree,Junior Marketing Manager,6,72000,82,64
39,Female,PhD,Senior Research Scientist,13,145000,63,82
26,Male,High School,Junior Sales Associate,2,31000,86,92
33,Female,Master's Degree,Senior Software Engineer,8,105000,77,97
28,Male,Bachelor's Degree,Junior Data Analyst,3,52000,80,73
30,Female,Bachelor's Degree,Junior Marketing Manager,4,57000,87,76
36,Male,PhD,Senior Research Scientist,11,135000,94,78
27,Female,Bachelor's Degree,Junior Software Engineer,2,48000,81,92
34,Male,Master's Degree,Senior Data Scientist,9,125000,99,60
30,Female,Bachelor's Degree,Marketing Coordinator,4,57000,82,72
32,Male,Bachelor's Degree,Junior Marketing Manager,6,72000,62,86
39,Female,PhD,Senior Research Scientist,13,145000,99,65
26,Male,High School,Junior Sales Associate,2,31000,69,65
33,Female,Master's Degree,Senior Software Engineer,8,105000,84,92
28,Male,Bachelor's Degree,Junior Data Analyst,3,52000,67,89
30,Female,Bachelor's Degree,Junior Marketing Manager,4,57000,70,94
36,Male,PhD,Senior Research Scientist,11,135000,64,82
27,Female,Bachelor's Degree,Junior Software Engineer,2,48000,96,69
34,Male,Master's Degree,Senior Data Scientist,9,125000,97,78
30,Female,Bachelor's Degree,Marketing Coordinator,4,57000,88,87
32,Male,Bachelor's Degree,Junior Marketing Manager,6,72000,64,82
39,Female,PhD,Senior Research Scientist,13,145000,68,63
26,Male,High School,Junior Sales Associate,2,31000,61,79
33,Female,Master's Degree,Senior Software Engineer,8,105000,60,78
28,Male,Bachelor's Degree,Junior Data Analyst,3,52000,99,86
30,Female,Bachelor's Degree,Junior Marketing Manager,4,57000,89,93
36,Male,PhD,Senior Research Scientist,11,135000,70,63
27,Female,Bachelor's Degree,Junior Software Engineer,2,48000,87,97
34,Male,Master's Degree,Senior Data Scientist,9,125000,71,66
30,Female,Bachelor's Degree,Marketing Coordinator,4,57000,98,66
32,Male,Bachelor's Degree,Junior Marketing Manager,6,72000,85,85
39,Female,PhD,Senior Research Scientist,13,145000,72,85
26,Male,High School,Junior Sales Associate,2,31000,67,78
33,Female,Master's Degree,Senior Software Engineer,8,105000,87,68
28,Male,Bachelor's Degree,Junior Data Analyst,3,52000,89,79
30,Female,Bachelor's Degree,Junior Marketing Manager,4,57000,68,75
36,Male,PhD,Senior Research Scientist,11,135000,98,76
27,Female,Bachelor's Degree,Junior Software Engineer,2,48000,90,81
34,Male,Master's Degree,Senior Data Scientist,9,125000,80,72
30,Female,Bachelor's Degree,Marketing Coordinator,4,57000,93,71
32,Male,Bachelor's Degree,Junior Marketing Manager,6,72000,90,69
39,Female,PhD,Senior Research Scientist,13,145000,84,60
26,Male,High School,Junior Sales Associate,2,31000,71,91
33,Female,Master's Degree,Senior Software Engineer,8,105000,60,89
28,Male,Bachelor's Degree,Junior Data Analyst,3,52000,81,67
30,Female,Bachelor's Degree,Junior Marketing Manager,4,57000,99,80
36,Male,PhD,Senior Research Scientist,11,135000,96,81
27,Female,Bachelor's Degree,Junior Software Engineer,2,48000,60,77
34,Male,Master's Degree,Senior Data Scientist,9,125000,60,61
30,Female,Bachelor's Degree,Marketing Coordinator,4,57000,80,68
32,Male,Bachelor's Degree,Junior Marketing Manager,6,72000,74,62
39,Female,PhD,Senior Research Scientist,13,145000,76,85
26,Male,High School,Junior Sales Associate,2,31000,81,80
33,Female,Master's Degree,Senior Software Engineer,8,105000,97,89
28,Male,Bachelor's Degree,Junior Data Analyst,3,52000,94,87
30,Female,Bachelor's Degree,Junior Marketing Manager,4,57000,75,95
36,Male,PhD,Senior Research Scientist,11,135000,67,85
27,Female,Bachelor's Degree,Junior Software Engineer,2,48000,76,93
34,Male,Master's Degree,Senior Data Scientist,9,125000,76,67
30,Female,Bachelor's Degree,Marketing Coordinator,4,57000,85,69
32,Male,Bachelor's Degree,Junior Marketing Manager,6,72000,72,73
39,Female,PhD,Senior Research Scientist,13,145000,76,99
26,Male,High School,Junior Sales Associate,2,31000,97,74
33,Female,Master's Degree,Senior Software Engineer,8,105000,76,76
28,Male,Bachelor's Degree,Junior Data Analyst,3,52000,73,77
30,Female,Bachelor's Degree,Junior Marketing Manager,4,57000,65,91
36,Male,PhD,Senior Research Scientist,11,135000,94,97
27,Female,Bachelor's Degree,Junior Software Engineer,2,48000,73,82
34,Male,Master's Degree,Senior Data Scientist,9,125000,67,82
30,Female,Bachelor's Degree,Marketing Coordinator,4,57000,74,94
32,Male,Bachelor's Degree,Junior Marketing Manager,6,72000,86,98
39,Female,PhD,Senior Research Scientist,13,145000,72,74
26,Male,High School,Junior Sales Associate,2,31000,90,83
33,Female,Master's Degree,Senior Software Engineer,8,105000,94,87
28,Male,Bachelor's Degree,Junior Data Analyst,3,52000,65,75
30,Female,Bachelor's Degree,Junior Marketing Manager,4,57000,64,75
36,Male,PhD,Senior Research Scientist,11,135000,81,99
27,Female,Bachelor's Degree,Junior Software Engineer,2,48000,82,98
26,Male,Bachelor's Degree,Senior Product Marketing Manager,5,85000,84,65
28,Female,Master's Degree,Marketing Manager,7,110000,93,61
34,Male,PhD,Director of Marketing,12,170000,85,72
31,Male,Bachelor's Degree,Sales Director,9,140000,64,68
24,Female,High School,Sales Associate,1,30000,85,93
29,Male,Bachelor's Degree,Digital Marketing Manager,6,95000,79,76
27,Female,Master's Degree,Content Marketing Manager,4,80000,65,86
33,Male,PhD,Sales Director,10,155000,65,88
21,Female,High School,Junior Sales Representative,0,25000,77,96
36,Male,Bachelor's Degree,Sales Manager,11,160000,63,81
25,Female,Bachelor's Degree,Marketing Manager,3,65000,76,83
30,Male,Master's Degree,Financial Manager,7,120000,73,66
28,Female,PhD,Director of Marketing,6,105000,73,93
26,Male,Bachelor's Degree,Senior Product Marketing Manager,5,85000,72,71
28,Female,Master's Degree,Marketing Manager,7,110000,66,82
34,Male,PhD,Director of Marketing,12,170000,74,74
31,Male,Bachelor's Degree,Sales Director,9,140000,78,92
24,Female,High School,Sales Associate,1,30000,94,72
29,Male,Bachelor's Degree,Digital Marketing Manager,6,95000,76,82
27,Female,Master's Degree,Content Marketing Manager,4,80000,94,97
33,Male,PhD,Sales Director,10,155000,78,91
21,Female,High School,Junior Sales Representative,0,25000,79,94
36,Male,Bachelor's Degree,Sales Manager,11,160000,95,60
25,Female,Bachelor's Degree,Marketing Manager,3,65000,94,64
30,Male,Master's Degree,Financial Manager,7,120000,91,72
28,Female,PhD,Director of Marketing,6,105000,99,64
26,Male,Bachelor's Degree,Senior Product Marketing Manager,5,85000,83,91
28,Female,Master's Degree,Marketing Manager,7,110000,76,80
34,Male,PhD,Director of Marketing,12,170000,66,83
31,Male,Bachelor's Degree,Sales Director,9,140000,60,77
24,Female,High School,Sales Associate,1,30000,94,80
29,Male,Bachelor's Degree,Digital Marketing Manager,6,95000,91,69
27,Female,Master's Degree,Content Marketing Manager,4,80000,95,83
33,Male,PhD,Sales Director,10,155000,72,99
21,Female,High School,Junior Sales Representative,0,25000,65,80
36,Male,Bachelor's Degree,Sales Manager,11,160000,73,84
25,Female,Bachelor's Degree,Marketing Manager,3,65000,96,82
30,Male,Master's Degree,Financial Manager,7,120000,74,81
28,Female,PhD,Director of Marketing,6,105000,63,63
26,Male,Bachelor's Degree,Senior Product Marketing Manager,5,85000,99,93
28,Female,Master's Degree,Marketing Manager,7,110000,75,65
34,Male,PhD,Director of Marketing,12,170000,87,87
31,Male,Bachelor's Degree,Sales Director,9,140000,75,90
24,Female,High School,Sales Associate,1,30000,63,94
29,Male,Bachelor's Degree,Digital Marketing Manager,6,95000,85,98
27,Female,Master's Degree,Content Marketing Manager,4,80000,87,82
33,Male,PhD,Sales Director,10,155000,91,65
21,Female,High School,Junior Sales Representative,0,25000,61,75
36,Male,Bachelor's Degree,Sales Manager,11,160000,90,61
25,Female,Bachelor's Degree,Marketing Manager,3,65000,62,83
30,Male,Master's Degree,Financial Manager,7,120000,67,76
28,Female,PhD,Director of Marketing,6,105000,83,60
26,Male,Bachelor's Degree,Senior Product Marketing Manager,5,85000,74,65
28,Female,Master's Degree,Marketing Manager,7,110000,90,64
34,Male,PhD,Director of Marketing,12,170000,68,88
31,Male,Bachelor's Degree,Sales Director,9,140000,98,71
24,Female,High School,Sales Associate,1,30000,61,98
29,Male,Bachelor's Degree,Digital Marketing Manager,6,95000,67,62
27,Female,Master's Degree,Content Marketing Manager,4,80000,66,60
33,Male,PhD,Sales Director,10,155000,98,86
21,Female,High School,Junior Sales Representative,0,25000,75,83
36,Male,Bachelor's Degree,Sales Manager,11,160000,94,78
25,Female,Bachelor's Degree,Marketing Manager,3,65000,89,67
30,Male,Master's Degree,Financial Manager,7,120000,69,61
28,Female,PhD,Director of Marketing,6,105000,97,89
26,Male,Bachelor's Degree,Senior Product Marketing Manager,5,85000,77,89
28,Female,Master's Degree,Marketing Manager,7,110000,64,98
34,Male,PhD,Director of Marketing,12,170000,88,91
31,Male,Bachelor's Degree,Sales Director,9,140000,98,60
24,Female,High School,Sales Associate,1,30000,93,97
29,Male,Bachelor's Degree,Digital Marketing Manager,6,95000,82,72
27,Female,Master's Degree,Content Marketing Manager,4,80000,64,70
33,Male,PhD,Sales Director,10,155000,89,69
21,Female,High School,Junior Sales Representative,0,25000,65,85
36,Male,Bachelor's Degree,Sales Manager,11,160000,63,79
25,Female,Bachelor's Degree,Marketing Manager,3,65000,88,76
30,Male,Master's Degree,Financial Manager,7,120000,82,76
28,Female,PhD,Director of Marketing,6,105000,65,63
26,Male,Bachelor's Degree,Senior Product Marketing Manager,5,85000,91,64
28,Female,Master's Degree,Marketing Manager,7,110000,77,82
34,Male,PhD,Director of Marketing,12,170000,74,69
31,Male,Bachelor's Degree,Sales Director,9,140000,99,87
24,Female,High School,Sales Associate,1,30000,91,92
29,Male,Bachelor's Degree,Digital Marketing Manager,6,95000,68,85
27,Female,Master's Degree,Content Marketing Manager,4,80000,96,88
33,Male,PhD,Sales Director,10,155000,69,86
21,Female,High School,Junior Sales Representative,0,25000,79,77
36,Male,Bachelor's Degree,Sales Manager,11,160000,65,99
25,Female,Bachelor's Degree,Marketing Manager,3,65000,62,69
30,Male,Master's Degree,Financial Manager,7,120000,70,64
28,Female,PhD,Director of Marketing,6,105000,76,69
26,Male,Bachelor's Degree,Senior Product Marketing Manager,5,85000,91,80
28,Female,Master's Degree,Marketing Manager,7,110000,63,83
34,Male,PhD,Director of Marketing,12,170000,63,97
31,Male,Bachelor's Degree,Sales Director,9,140000,76,62
24,Female,High School,Sales Associate,1,30000,100,99
29,Male,Bachelor's Degree,Digital Marketing Manager,6,95000,78,90
27,Female,Master's Degree,Content Marketing Manager,4,80000,64,100
33,Male,PhD,Sales Director,10,155000,91,96
21,Female,High School,Junior Sales Representative,0,25000,81,61
36,Male,Bachelor's Degree,Sales Manager,11,160000,65,61
25,Female,Bachelor's Degree,Marketing Manager,3,65000,94,98
30,Male,Master's Degree,Financial Manager,7,120000,81,93
28,Female,PhD,Director of Marketing,6,105000,60,79
26,Male,Bachelor's Degree,Senior Product Marketing Manager,5,85000,79,92
28,Female,Master's Degree,Marketing Manager,7,110000,81,63
34,Male,PhD,Director of Marketing,12,170000,70,70
31,Male,Bachelor's Degree,Sales Director,9,140000,72,64
24,Female,High School,Sales Associate,1,30000,62,84
29,Male,Bachelor's Degree,Digital Marketing Manager,6,95000,68,96
27,Female,Master's Degree,Content Marketing Manager,4,80000,71,93
33,Male,PhD,Sales Director,10,155000,82,68
21,Female,High School,Junior Sales Representative,0,25000,73,65
36,Male,Bachelor's Degree,Sales Manager,11,160000,92,77
25,Female,Bachelor's Degree,Marketing Manager,3,65000,77,73
30,Male,Master's Degree,Financial Manager,7,120000,100,78
28,Female,PhD,Director of Marketing,6,105000,68,73
26,Male,Bachelor's Degree,Senior Product Marketing Manager,5,85000,82,99
28,Female,Master's Degree,Marketing Manager,7,110000,69,76
34,Male,PhD,Director of Marketing,12,170000,78,94
31,Male,Bachelor's Degree,Sales Director,9,140000,64,88
24,Female,High School,Sales Associate,1,30000,82,76
29,Male,Bachelor's Degree,Digital Marketing Manager,6,95000,89,67
27,Female,Master's Degree,Content Marketing Manager,4,80000,84,60
22,Female,High School,Sales Associate,0,25000,87,95
45,Male,Bachelor's Degree,Financial Manager,21,250000,93,66
31,Female,Master's Degree,Content Marketing Manager,8,120000,84,64
28,Male,Bachelor's Degree,Digital Marketing Manager,4,80000,69,83
29,Male,Bachelor's Degree,Senior Product Marketing Manager,6,100000,73,87
35,Female,PhD,Director of Marketing,12,170000,89,76
27,Male,High School,Sales Representative,3,50000,100,96
33,Female,Bachelor's Degree,Marketing Manager,9,140000,84,79
30,Male,Master's Degree,Financial Manager,7,120000,73,62
25,Female,Bachelor's Degree,Marketing Manager,2,55000,94,96
26,Male,Bachelor's Degree,Senior Product Marketing Manager,5,85000,93,85
29,Female,Master's Degree,Content Marketing Manager,4,80000,69,74
34,Male,PhD,Director of Marketing,12,170000,94,67
31,Male,Bachelor's Degree,Sales Director,9,140000,70,72
24,Female,High School,Sales Associate,1,30000,70,62
29,Male,Bachelor's Degree,Digital Marketing Manager,6,95000,80,60
27,Female,Master's Degree,Content Marketing Manager,4,80000,80,68
33,Male,PhD,Sales Director,10,155000,81,90
21,Female,High School,Junior Sales Representative,0,25000,66,100
36,Male,Bachelor's Degree,Sales Manager,11,160000,76,85
25,Female,Bachelor's Degree,Marketing Manager,3,65000,61,76
30,Male,Master's Degree,Financial Manager,7,120000,71,93
28,Female,PhD,Director of Marketing,6,105000,77,68
26,Male,Bachelor's Degree,Senior Product Marketing Manager,5,85000,70,72
28,Female,Master's Degree,Marketing Manager,7,110000,75,64
34,Male,PhD,Director of Marketing,12,170000,77,100
31,Male,Bachelor's Degree,Sales Director,9,140000,94,72
24,Female,High School,Sales Associate,1,30000,85,60
29,Male,Bachelor's Degree,Digital Marketing Manager,6,95000,75,84
27,Female,Master's Degree,Content Marketing Manager,4,80000,65,63
33,Male,PhD,Sales Director,10,155000,71,95
21,Female,High School,Junior Sales Representative,0,25000,72,69
36,Male,Bachelor's Degree,Sales Manager,11,160000,63,87
25,Female,Bachelor's Degree,Marketing Manager,3,65000,98,65
30,Male,Master's Degree,Financial Manager,7,120000,61,86
28,Female,PhD,Director of Marketing,6,105000,85,71
26,Male,Bachelor's Degree,Senior Product Marketing Manager,5,85000,86,62
28,Female,Master's Degree,Marketing Manager,7,110000,86,92
34,Male,PhD,Director of Marketing,12,170000,74,69
31,Male,Bachelor's Degree,Sales Director,9,140000,67,90
24,Female,High School,Sales Associate,1,30000,66,74
29,Male,Bachelor's Degree,Digital Marketing Manager,6,95000,99,66
27,Female,Master's Degree,Content Marketing Manager,4,80000,71,95
33,Male,PhD,Sales Director,10,155000,72,73
21,Female,High School,Junior Sales Representative,0,25000,76,73
36,Male,Bachelor's Degree,Sales Manager,11,160000,76,62
25,Female,Bachelor's Degree,Marketing Manager,3,65000,95,62
30,Male,Master's Degree,Financial Manager,7,120000,80,81
28,Female,PhD,Director of Marketing,6,105000,67,78
26,Male,Bachelor's Degree,Senior Product Marketing Manager,5,85000,64,94
28,Female,Master's Degree,Marketing Manager,7,110000,85,71
34,Male,PhD,Director of Marketing,12,170000,75,64
31,Male,Bachelor's Degree,Sales Director,9,140000,95,69
24,Female,High School,Sales Associate,1,30000,87,100
29,Male,Bachelor's Degree,Digital Marketing Manager,6,95000,88,92
27,Female,Master's Degree,Content Marketing Manager,4,80000,71,72
33,Male,PhD,Sales Director,10,155000,96,94
21,Female,High School,Junior Sales Representative,0,25000,89,91
36,Male,Bachelor's Degree,Sales Manager,11,160000,82,70
25,Female,Bachelor's Degree,Marketing Manager,3,65000,75,97
30,Male,Master's Degree,Financial Manager,7,120000,73,83
28,Female,PhD,Director of Marketing,6,105000,69,94
26,Male,Bachelor's Degree,Senior Product Marketing Manager,5,85000,66,78
28,Female,Master's Degree,Marketing Manager,7,110000,96,65
34,Male,PhD,Director of Marketing,12,170000,88,99
31,Male,Bachelor's Degree,Sales Director,9,140000,62,94
24,Female,High School,Sales Associate,1,30000,74,63
29,Male,Bachelor's Degree,Digital Marketing Manager,6,95000,95,92
27,Female,Master's Degree,Content Marketing Manager,4,80000,78,72
33,Male,PhD,Sales Director,10,155000,72,95
21,Female,High School,Junior Sales Representative,0,25000,80,78
36,Male,Bachelor's Degree,Sales Manager,11,160000,96,71
25,Female,Bachelor's Degree,Marketing Manager,3,65000,86,70
30,Male,Master's Degree,Financial Manager,7,120000,88,65
28,Female,PhD,Director of Marketing,6,105000,79,71
26,Male,Bachelor's Degree,Senior Product Marketing Manager,5,85000,84,86
28,Female,Master's Degree,Marketing Manager,7,110000,65,100
34,Male,PhD,Director of Marketing,12,170000,95,84
31,Male,Bachelor's Degree,Sales Director,9,140000,61,62
24,Female,High School,Sales Associate,1,30000,81,62
29,Male,Bachelor's Degree,Digital Marketing Manager,6,95000,91,79
27,Female,Master's Degree,Content Marketing Manager,4,80000,75,87
33,Male,PhD,Sales Director,10,155000,77,82
21,Female,High School,Junior Sales Representative,0,25000,64,62
36,Male,Bachelor's Degree,Sales Manager,11,160000,95,83
25,Female,Bachelor's Degree,Marketing Manager,3,65000,89,99
30,Male,Master's Degree,Financial Manager,7,120000,78,65
28,Female,PhD,Director of Marketing,6,105000,82,79
26,Male,Bachelor's Degree,Senior Product Marketing Manager,5,85000,93,70
28,Female,Master's Degree,Marketing Manager,7,110000,72,91
34,Male,PhD,Director of Marketing,12,170000,88,86
31,Male,Bachelor's Degree,Sales Director,9,140000,95,80
24,Female,High School,Sales Associate,1,30000,81,72
29,Male,Bachelor's Degree,Digital Marketing Manager,6,95000,95,81
27,Female,Master's Degree,Content Marketing Manager,4,80000,68,94
33,Male,PhD,Sales Director,10,155000,98,81
21,Female,High School,Junior Sales Representative,0,25000,78,87
36,Male,Bachelor's Degree,Sales Manager,11,160000,97,80
25,Female,Bachelor's Degree,Marketing Manager,3,65000,65,77
30,Male,Master's Degree,Financial Manager,7,120000,74,90
28,Female,PhD,Director of Marketing,6,105000,79,96
26,Male,Bachelor's Degree,Senior Product Marketing Manager,5,85000,68,80
28,Female,Master's Degree,Marketing Manager,7,110000,91,73
34,Male,PhD,Director of Marketing,12,170000,63,84
31,Male,Bachelor's Degree,Sales Director,9,140000,77,86
24,Female,High School,Sales Associate,1,30000,64,99
29,Male,Bachelor's Degree,Digital Marketing Manager,6,95000,79,82
27,Female,Master's Degree,Content Marketing Manager,4,80000,82,90
33,Male,PhD,Sales Director,10,155000,70,88
21,Female,High School,Junior Sales Representative,0,25000,96,89
36,Male,Bachelor's Degree,Sales Manager,11,160000,81,85
25,Female,Bachelor's Degree,Marketing Manager,3,65000,63,79
30,Male,Master's Degree,Financial Manager,7,120000,88,97
28,Female,PhD,Director of Marketing,6,105000,93,78
26,Male,Bachelor's Degree,Senior Product Marketing Manager,5,85000,72,86
28,Female,Master's Degree,Marketing Manager,7,110000,68,84
34,Male,PhD,Director of Marketing,12,170000,90,99
31,Male,Bachelor's Degree,Sales Director,9,140000,66,97
24,Female,High School,Sales Associate,1,30000,63,82
29,Male,Bachelor's Degree,Digital Marketing Manager,6,95000,78,88
27,Female,Master's Degree,Content Marketing Manager,4,80000,89,74
33,Male,PhD,Sales Director,10,155000,90,62
21,Female,High School,Junior Sales Representative,0,25000,94,69
36,Male,Bachelor's Degree,Sales Manager,11,160000,80,74
23,Male,Bachelor's Degree,Software Engineer,1,60000,90,75
39,Female,Master's Degree,Marketing Manager,12,150000,78,76
28,Male,Bachelor's Degree,Financial Analyst,4,80000,90,78
31,Female,PhD,Research Scientist,8,120000,91,70
35,Male,Bachelor's Degree,Project Manager,10,130000,61,64
27,Female,Bachelor's Degree,Graphic Designer,2,50000,69,64
42,Male,Master's Degree,Senior Software Engineer,18,180000,61,73
29,Female,Bachelor's Degree,Digital Marketing Specialist,3,60000,61,85
33,Male,Bachelor's Degree,Marketing Manager,7,110000,83,67
24,Female,High School,Sales Associate,0,25000,76,64
30,Male,Master's Degree,Financial Analyst,6,100000,91,66
26,Female,Bachelor's Degree,Social Media Manager,3,55000,75,75
32,Male,PhD,Data Scientist,9,140000,75,73
22,Female,High School,Receptionist,0,25000,98,96
37,Male,Bachelor's Degree,Product Manager,12,150000,90,100
38,Female,Master's Degree,Marketing Director,14,170000,83,63
25,Male,Bachelor's Degree,Junior Software Engineer,1,55000,60,95
29,Female,Bachelor's Degree,Marketing Coordinator,4,65000,70,76
27,Male,Bachelor's Degree,Product Designer,3,60000,80,95
34,Female,PhD,Research Director,10,150000,63,65
26,Male,Bachelor's Degree,Marketing Analyst,2,50000,66,75
31,Female,Master's Degree,Financial Manager,7,120000,85,88
25,Male,Bachelor's Degree,Junior Software Engineer,1,55000,71,95
29,Female,Bachelor's Degree,Marketing Coordinator,4,65000,90,97
27,Male,Bachelor's Degree,Product Designer,3,60000,76,96
34,Female,PhD,Research Director,10,150000,92,69
26,Male,Bachelor's Degree,Marketing Analyst,2,50000,70,100
31,Female,Master's Degree,Financial Manager,7,120000,87,95
23,Male,Bachelor's Degree,Software Engineer,1,60000,91,88
39,Female,Master's Degree,Marketing Manager,12,150000,60,73
28,Male,Bachelor's Degree,Financial Analyst,4,80000,87,63
31,Female,PhD,Research Scientist,8,120000,66,95
35,Male,Bachelor's Degree,Project Manager,10,130000,61,72
27,Female,Bachelor's Degree,Graphic Designer,2,50000,83,77
42,Male,Master's Degree,Senior Software Engineer,18,180000,63,92
29,Female,Bachelor's Degree,Digital Marketing Specialist,3,60000,78,80
33,Male,Bachelor's Degree,Marketing Manager,7,110000,85,75
24,Female,High School,Sales Associate,0,25000,70,74
30,Male,Master's Degree,Financial Analyst,6,100000,99,64
26,Female,Bachelor's Degree,Social Media Manager,3,55000,70,65
32,Male,PhD,Data Scientist,9,140000,62,97
22,Female,High School,Receptionist,0,25000,71,62
37,Male,Bachelor's Degree,Product Manager,12,150000,62,71
38,Female,Master's Degree,Marketing Director,14,170000,86,95
25,Male,Bachelor's Degree,Junior Software Engineer,1,55000,61,92
29,Female,Bachelor's Degree,Marketing Coordinator,4,65000,75,95
27,Male,Bachelor's Degree,Product Designer,3,60000,61,92
34,Female,PhD,Research Director,10,150000,89,90
26,Male,Bachelor's Degree,Marketing Analyst,2,50000,79,80
31,Female,Master's Degree,Financial Manager,7,120000,97,86
25,Male,Bachelor's Degree,Junior Software Engineer,1,55000,87,86
29,Female,Bachelor's Degree,Marketing Coordinator,4,65000,84,67
27,Male,Bachelor's Degree,Product Designer,3,60000,91,96
34,Female,PhD,Research Director,10,150000,69,91
26,Male,Bachelor's Degree,Marketing Analyst,2,50000,99,85
31,Female,Master's Degree,Financial Manager,7,120000,92,61
23,Male,Bachelor's Degree,Software Engineer,1,60000,72,71
39,Female,Master's Degree,Marketing Manager,12,150000,100,81
28,Male,Bachelor's Degree,Financial Analyst,4,80000,96,76
31,Female,PhD,Research Scientist,8,120000,75,66
35,Male,Bachelor's Degree,Project Manager,10,130000,81,63
27,Female,Bachelor's Degree,Graphic Designer,2,50000,79,96
42,Male,Master's Degree,Senior Software Engineer,18,180000,86,97
29,Female,Bachelor's Degree,Digital Marketing Specialist,3,60000,100,91
33,Male,Bachelor's Degree,Marketing Manager,7,110000,75,70
24,Female,High School,Sales Associate,0,25000,93,60
30,Male,Master's Degree,Financial Analyst,6,100000,91,84
26,Female,Bachelor's Degree,Social Media Manager,3,55000,85,83
32,Male,PhD,Data Scientist,9,140000,84,76
22,Female,High School,Receptionist,0,25000,61,67
37,Male,Bachelor's Degree,Product Manager,12,150000,71,86
38,Female,Master's Degree,Marketing Director,14,170000,99,77
25,Male,Bachelor's Degree,Junior Software Engineer,1,55000,68,86
29,Female,Bachelor's Degree,Marketing Coordinator,4,65000,71,81
27,Male,Bachelor's Degree,Product Designer,3,60000,85,75
34,Female,PhD,Research Director,10,150000,68,61
26,Male,Bachelor's Degree,Marketing Analyst,2,50000,69,64
31,Female,Master's Degree,Financial Manager,7,120000,91,77
25,Male,Bachelor's Degree,Junior Software Engineer,1,55000,93,62
29,Female,Bachelor's Degree,Marketing Coordinator,4,65000,79,86
27,Male,Bachelor's Degree,Product Designer,3,60000,98,76
34,Female,PhD,Research Director,10,150000,61,75
26,Male,Bachelor's Degree,Marketing Analyst,2,50000,60,65
31,Female,Master's Degree,Financial Manager,7,120000,95,66
23,Male,Bachelor's Degree,Software Engineer,1,60000,83,73
39,Female,Master's Degree,Marketing Manager,12,150000,86,97
28,Male,Bachelor's Degree,Financial Analyst,4,80000,61,99
31,Female,PhD,Research Scientist,8,120000,90,74
35,Male,Bachelor's Degree,Project Manager,10,130000,73,92
27,Female,Bachelor's Degree,Graphic Designer,2,50000,61,86
42,Male,Master's Degree,Senior Software Engineer,18,180000,88,88
29,Female,Bachelor's Degree,Digital Marketing Specialist,3,60000,74,96
33,Male,Bachelor's Degree,Marketing Manager,7,110000,71,64
24,Female,High School,Sales Associate,0,25000,96,88
30,Male,Master's Degree,Financial Analyst,6,100000,87,91
26,Female,Bachelor's Degree,Social Media Manager,3,55000,79,65
32,Male,PhD,Data Scientist,9,140000,98,61
22,Female,High School,Receptionist,0,25000,83,65
37,Male,Bachelor's Degree,Product Manager,12,150000,80,63
38,Female,Master's Degree,Marketing Director,14,170000,69,88
25,Male,Bachelor's Degree,Junior Software Engineer,1,55000,73,84
29,Female,Bachelor's Degree,Marketing Coordinator,4,65000,96,68
27,Male,Bachelor's Degree,Product Designer,3,60000,77,62
34,Female,PhD,Research Director,10,150000,83,85
26,Male,Bachelor's Degree,Marketing Analyst,2,50000,73,86
31,Female,Master's Degree,Financial Manager,7,120000,93,95
25,Male,Bachelor's Degree,Junior Software Engineer,1,55000,71,91
29,Female,Bachelor's Degree,Marketing Coordinator,4,65000,81,60
27,Male,Bachelor's Degree,Product Designer,3,60000,65,75
34,Female,PhD,Research Director,10,150000,95,70
26,Male,Bachelor's Degree,Marketing Analyst,2,50000,95,85
31,Female,Master's Degree,Financial Manager,7,120000,81,99
23,Male,Bachelor's Degree,Software Engineer,1,60000,73,60
39,Female,Master's Degree,Marketing Manager,12,150000,75,85
28,Male,Bachelor's Degree,Financial Analyst,4,80000,95,87
31,Female,PhD,Research Scientist,8,120000,84,68
35,Male,Bachelor's Degree,Project Manager,10,130000,91,81
27,Female,Bachelor's Degree,Graphic Designer,2,50000,92,67
42,Male,Master's Degree,Senior Software Engineer,18,180000,95,86
29,Female,Bachelor's Degree,Digital Marketing Specialist,3,60000,79,98
33,Male,Bachelor's Degree,Marketing Manager,7,110000,77,78
24,Female,High School,Sales Associate,0,25000,97,84
30,Male,Master's Degree,Financial Analyst,6,100000,62,97
26,Female,Bachelor's Degree,Social M,,,82,80
28,Male,Bachelor's Degree,Software Engineer,3,85000,91,83
36,Female,Master's Degree,Marketing Director,11,160000,75,83
25,Male,Bachelor's Degree,Financial Analyst,1,55000,64,78
29,Female,PhD,Data Scientist,5,100000,63,61
33,Male,Bachelor's Degree,Project Manager,8,120000,80,73
27,Female,Bachelor's Degree,Graphic Designer,2,50000,99,91
43,Male,Master's Degree,Senior Software Engineer,19,185000,73,91
30,Female,Bachelor's Degree,Digital Marketing Specialist,4,65000,98,87
34,Male,Bachelor's Degree,Marketing Manager,9,130000,90,98
25,Female,High School,Sales Associate,0,25000,73,99
31,Male,Master's Degree,Financial Analyst,6,100000,65,99
